Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
20/5/2020,"23,272.50","23,297.50","23,311.50","23,271.00",0.02K,-0.12%
19/5/2020,"23,300.00","23,317.50","23,370.00","23,292.50",0.02K,-0.17%
18/5/2020,"23,339.50","23,349.00","23,360.00","23,335.00",0.02K,-0.08%
15/5/2020,"23,357.50","23,355.00","23,371.50","23,351.00",0.02K,-0.07%
14/5/2020,"23,375.00","23,374.50","23,386.00","23,349.00",0.02K,0.12%
13/5/2020,"23,347.50","23,375.00","23,380.00","23,334.00",0.02K,0.05%
12/5/2020,"23,335.00","23,331.00","23,382.50","23,318.00",0.02K,0.05%
11/5/2020,"23,324.50","23,382.50","23,405.00","23,318.00",0.02K,-0.23%
8/5/2020,"23,378.50","23,475.00","23,475.00","23,373.50",0.02K,-0.21%
7/5/2020,"23,427.50","23,422.50","23,432.50","23,421.50",0.01K,0.01%
6/5/2020,"23,424.50","23,420.00","23,437.50","23,418.00",0.02K,0.01%
5/5/2020,"23,422.00","23,424.00","23,427.50","23,419.50",0.02K,-0.10%
4/5/2020,"23,446.00","23,475.00","23,475.00","23,439.00",0.01K,0.07%
29/4/2020,"23,429.00","23,450.00","23,450.00","23,423.50",0.02K,-0.07%
28/4/2020,"23,445.00","23,465.00","23,477.50","23,440.00",0.03K,-0.05%
27/4/2020,"23,456.50","23,497.50","23,510.00","23,454.00",0.02K,-0.23%
24/4/2020,"23,510.00","23,502.00","23,518.00","23,493.50",0.09K,0.10%
23/4/2020,"23,486.00","23,489.00","23,524.00","23,452.50",0.33K,0.03%
22/4/2020,"23,480.00","23,490.00","23,500.00","23,460.00",0.02K,0.08%
21/4/2020,"23,461.00","23,460.00","23,465.00","23,447.50",0.01K,0.04%
20/4/2020,"23,451.00","23,422.50","23,455.00","23,422.50",0.02K,0.11%
17/4/2020,"23,425.00","23,460.00","23,460.00","23,418.50",0.02K,-0.11%
16/4/2020,"23,450.00","23,448.00","23,465.00","23,437.50",0.02K,0.03%
15/4/2020,"23,442.50","23,470.50","23,478.50","23,442.50",0.02K,-0.13%
14/4/2020,"23,474.00","23,460.00","23,475.50","23,435.00",0.03K,0.17%
13/4/2020,"23,433.00","23,437.50","23,460.00","23,420.00",0.12K,-0.02%
10/4/2020,"23,437.50","23,491.00","23,517.00","23,420.00",0.02K,-0.22%
9/4/2020,"23,489.00","23,514.00","23,532.00","23,471.00",0.17K,-0.32%
8/4/2020,"23,565.00","23,460.00","23,565.00","23,460.00",0.03K,0.47%
7/4/2020,"23,455.00","23,460.00","23,470.00","23,447.50",0.02K,0.02%
6/4/2020,"23,450.00","23,555.00","23,555.00","23,450.00",0.01K,-0.49%
3/4/2020,"23,565.00","23,560.00","23,605.00","23,481.00",0.06K,-0.13%
1/4/2020,"23,595.00","23,590.00","23,628.00","23,587.50",0.02K,-0.09%
31/3/2020,"23,617.00","23,622.50","23,635.00","23,612.00",0.06K,-0.11%
30/3/2020,"23,642.50","23,627.50","23,642.50","23,618.00",0.02K,0.08%
27/3/2020,"23,622.50","23,624.00","23,640.00","23,617.00",0.02K,-0.05%
26/3/2020,"23,635.00","23,640.00","23,645.00","23,597.50",0.02K,0.13%
25/3/2020,"23,605.00","23,590.00","23,630.00","23,565.00",0.02K,0.07%
24/3/2020,"23,587.50","23,635.00","23,651.00","23,587.50",0.01K,0.18%
23/3/2020,"23,545.00","23,460.00","23,558.50","23,460.00",0.01K,0.36%
20/3/2020,"23,460.00","23,412.50","23,472.50","23,369.50",0.01K,0.25%
19/3/2020,"23,402.00","23,295.00","23,430.00","23,246.50",0.02K,0.51%
18/3/2020,"23,283.00","23,248.00","23,284.00","23,241.00",,0.19%
17/3/2020,"23,239.00","23,211.00","23,251.00","23,211.00",0.02K,0.06%
16/3/2020,"23,226.00","23,216.00","23,234.00","23,211.00",0.02K,0.06%
13/3/2020,"23,211.00","23,173.00","23,220.00","23,173.00",0.02K,0.06%
12/3/2020,"23,196.50","23,171.50","23,196.50","23,171.50",0.02K,0.10%
11/3/2020,"23,173.50","23,175.50","23,177.50","23,171.50",0.02K,-0.01%
10/3/2020,"23,175.00","23,174.00","23,201.00","23,171.00",0.02K,0.01%
9/3/2020,"23,173.50","23,206.50","23,217.50","23,173.50",0.03K,-0.15%
6/3/2020,"23,207.50","23,212.50","23,212.50","23,197.50",0.01K,-0.02%
5/3/2020,"23,212.50","23,210.50","23,227.50","23,202.50",0.05K,0.02%
4/3/2020,"23,207.00","23,211.00","23,223.00","23,201.00",0.09K,-0.05%
3/3/2020,"23,219.00","23,225.00","23,241.00","23,216.00",0.02K,-0.09%
2/3/2020,"23,241.00","23,239.00","23,243.00","23,221.00",0.02K,0.00%
28/2/2020,"23,241.00","23,239.00","23,242.00","23,226.00",0.01K,0.00%
27/2/2020,"23,241.50","23,241.50","23,247.50","23,211.50",0.02K,0.00%
26/2/2020,"23,241.00","23,261.00","23,261.00","23,231.00",0.02K,-0.13%
25/2/2020,"23,271.00","23,281.00","23,281.00","23,241.00",0.01K,0.10%
24/2/2020,"23,248.50","23,246.50","23,252.50","23,236.50",0.03K,0.02%
21/2/2020,"23,243.50","23,239.50","23,249.50","23,221.50",0.02K,0.03%
20/2/2020,"23,237.50","23,240.50","23,247.50","23,221.50",0.06K,0.04%
19/2/2020,"23,228.00","23,223.00","23,250.00","23,223.00",0.13K,-0.07%
18/2/2020,"23,243.50","23,224.50","23,244.50","23,224.50",0.03K,0.06%
17/2/2020,"23,229.50","23,242.50","23,248.50","23,221.50",0.03K,-0.07%
14/2/2020,"23,246.00","23,236.00","23,249.00","23,221.00",0.02K,0.03%
13/2/2020,"23,240.00","23,239.00","23,241.00","23,216.00",0.03K,-0.06%
12/2/2020,"23,255.00","23,230.00","23,255.00","23,220.00",0.04K,0.05%
11/2/2020,"23,242.50","23,217.50","23,262.50","23,202.50",0.02K,-0.08%
10/2/2020,"23,261.50","23,253.50","23,263.50","23,203.50",0.02K,0.12%
7/2/2020,"23,232.50","23,242.50","23,242.50","23,219.50",0.02K,0.05%
6/2/2020,"23,222.00","23,223.00","23,223.00","23,216.00",0.02K,0.00%
5/2/2020,"23,221.00","23,251.00","23,266.00","23,216.00",0.14K,-0.08%
4/2/2020,"23,240.00","23,260.00","23,275.00","23,240.00",0.01K,-0.09%
3/2/2020,"23,260.00","23,260.00","23,286.00","23,225.00",0.01K,0.16%
31/1/2020,"23,223.00","23,176.00","23,227.00","23,166.00",0.04K,0.17%
30/1/2020,"23,183.00","23,176.00","23,184.00","23,166.00",0.01K,0.05%
29/1/2020,"23,170.50","23,170.50","23,170.50","23,170.50",,0.00%
28/1/2020,"23,170.50","23,170.50","23,170.50","23,170.50",,0.00%
27/1/2020,"23,170.50","23,170.50","23,170.50","23,170.50",,0.00%
24/1/2020,"23,170.50","23,170.50","23,170.50","23,170.50",,0.00%
23/1/2020,"23,170.50","23,170.50","23,170.50","23,170.50",,0.00%
22/1/2020,"23,170.50","23,171.50","23,203.50","23,166.50",0.02K,0.00%
21/1/2020,"23,171.00","23,166.00","23,171.00","23,166.00",0.02K,0.00%
20/1/2020,"23,170.00","23,166.00","23,171.00","23,166.00",0.01K,-0.02%
17/1/2020,"23,174.00","23,173.00","23,175.00","23,167.00",0.02K,0.01%
16/1/2020,"23,172.00","23,168.00","23,176.00","23,168.00",0.03K,-0.01%
15/1/2020,"23,175.00","23,175.00","23,180.00","23,175.00",0.01K,0.00%
14/1/2020,"23,176.00","23,174.00","23,176.00","23,171.00",0.02K,0.01%
13/1/2020,"23,174.00","23,174.00","23,175.00","23,171.00",0.01K,-0.01%
10/1/2020,"23,177.00","23,174.00","23,205.00","23,171.00",0.05K,0.01%
9/1/2020,"23,174.00","23,176.00","23,176.00","23,173.00",0.02K,-0.01%
8/1/2020,"23,176.00","23,178.00","23,178.00","23,174.00",0.02K,0.00%
7/1/2020,"23,176.00","23,171.00","23,179.00","23,171.00",0.01K,0.00%
6/1/2020,"23,177.00","23,177.00","23,177.00","23,171.00",0.01K,0.02%
3/1/2020,"23,172.00","23,173.00","23,174.00","23,169.00",0.02K,0.01%
2/1/2020,"23,169.00","23,168.00","23,172.00","23,168.00",0.02K,-0.02%
1/1/2020,"23,172.50","23,172.50","23,172.50","23,172.50",,0.00%
31/12/2019,"23,172.50","23,173.50","23,174.50","23,169.50",0.01K,0.00%
30/12/2019,"23,172.50","23,172.50","23,173.50","23,170.50",0.01K,0.00%
27/12/2019,"23,172.00","23,172.00","23,175.00","23,171.00",0.02K,-0.01%
26/12/2019,"23,175.00","23,168.00","23,176.00","23,168.00",0.09K,0.00%
25/12/2019,"23,174.00","23,168.00","23,177.00","23,168.00",0.01K,-0.02%
24/12/2019,"23,177.50","23,179.50","23,179.50","23,171.50",0.01K,0.01%
23/12/2019,"23,174.50","23,168.50","23,177.50","23,168.50",0.02K,-0.01%
20/12/2019,"23,176.00","23,176.00","23,195.00","23,170.00",0.16K,0.03%
19/12/2019,"23,170.00","23,168.00","23,174.00","23,168.00",0.02K,-0.02%
18/12/2019,"23,174.00","23,173.00","23,175.00","23,171.00",0.01K,-0.01%
17/12/2019,"23,177.00","23,176.00","23,177.00","23,169.00",0.03K,0.00%
16/12/2019,"23,177.50","23,168.50","23,177.50","23,168.50",0.02K,0.02%
13/12/2019,"23,174.00","23,169.00","23,200.00","23,168.00",0.02K,0.02%
12/12/2019,"23,170.00","23,168.00","23,174.00","23,167.00",0.01K,-0.03%
11/12/2019,"23,176.50","23,172.50","23,176.50","23,169.50",0.01K,0.02%
10/12/2019,"23,171.00","23,170.00","23,173.00","23,168.00",0.01K,0.00%
9/12/2019,"23,171.50","23,171.50","23,176.50","23,168.50",0.02K,-0.03%
6/12/2019,"23,177.50","23,177.50","23,207.50","23,167.50",0.03K,0.04%
5/12/2019,"23,168.00","23,171.00","23,181.00","23,166.00",0.01K,-0.02%
4/12/2019,"23,172.50","23,172.50","23,177.50","23,167.50",0.02K,0.01%
3/12/2019,"23,171.00","23,173.00","23,180.00","23,171.00",0.02K,-0.02%
2/12/2019,"23,176.50","23,161.50","23,201.50","23,161.50",0.03K,-0.02%
29/11/2019,"23,180.00","23,199.00","23,201.00","23,180.00",0.01K,-0.09%
28/11/2019,"23,201.50","23,206.50","23,206.50","23,196.50",0.02K,0.00%
27/11/2019,"23,202.50","23,204.50","23,207.50","23,197.50",0.03K,0.05%
26/11/2019,"23,190.50","23,196.50","23,196.50","23,185.50",0.03K,-0.04%
25/11/2019,"23,199.50","23,197.50","23,203.50","23,197.50",0.01K,0.02%
22/11/2019,"23,196.00","23,195.00","23,201.00","23,191.00",0.01K,0.00%
21/11/2019,"23,195.00","23,197.00","23,202.00","23,192.00",0.02K,-0.02%
20/11/2019,"23,199.50","23,200.50","23,208.50","23,197.50",0.02K,-0.01%
19/11/2019,"23,201.50","23,201.50","23,206.50","23,198.50",0.02K,-0.02%
18/11/2019,"23,206.00","23,201.00","23,206.00","23,200.00",0.03K,0.00%
15/11/2019,"23,205.00","23,201.00","23,206.00","23,201.00",0.02K,0.02%
14/11/2019,"23,201.00","23,200.00","23,203.00","23,200.00",0.01K,0.00%
13/11/2019,"23,201.50","23,199.50","23,203.50","23,199.50",0.02K,0.01%
12/11/2019,"23,199.50","23,199.50","23,199.50","23,197.50",0.01K,-0.01%
11/11/2019,"23,202.00","23,202.00","23,202.00","23,199.00",0.01K,0.01%
8/11/2019,"23,199.00","23,200.00","23,201.00","23,198.00",0.02K,0.00%
7/11/2019,"23,199.50","23,197.50","23,200.50","23,197.50",0.01K,0.00%
6/11/2019,"23,199.50","23,199.50","23,200.50","23,197.50",0.01K,0.00%
5/11/2019,"23,199.50","23,198.50","23,200.50","23,197.50",0.02K,0.00%
4/11/2019,"23,200.00","23,201.00","23,201.00","23,198.00",0.02K,-0.01%
1/11/2019,"23,202.00","23,201.00","23,202.00","23,200.00",0.01K,0.00%
31/10/2019,"23,203.00","23,201.00","23,203.00","23,198.00",0.01K,0.01%
30/10/2019,"23,201.00","23,201.00","23,203.00","23,198.00",0.01K,-0.01%
29/10/2019,"23,203.00","23,202.00","23,206.00","23,198.00",0.01K,0.00%
28/10/2019,"23,202.00","23,202.00","23,202.00","23,199.00",0.01K,0.01%
25/10/2019,"23,200.50","23,197.50","23,206.50","23,197.50",0.01K,-0.02%
24/10/2019,"23,204.00","23,207.00","23,207.00","23,203.00",0.02K,-0.01%
23/10/2019,"23,206.50","23,207.50","23,208.50","23,202.50",0.01K,0.02%
22/10/2019,"23,202.50","23,204.50","23,207.50","23,201.50",0.02K,-0.02%
21/10/2019,"23,207.50","23,203.50","23,208.50","23,202.50",0.02K,0.02%
18/10/2019,"23,204.00","23,202.00","23,208.00","23,202.00",0.01K,-0.01%
17/10/2019,"23,207.00","23,204.00","23,209.00","23,201.00",0.02K,0.02%
16/10/2019,"23,203.00","23,201.00","23,204.00","23,201.00",0.02K,0.01%
15/10/2019,"23,201.50","23,200.50","23,201.50","23,200.50",0.02K,-0.02%
14/10/2019,"23,205.00","23,205.00","23,206.00","23,203.00",0.02K,0.00%
11/10/2019,"23,205.00","23,205.00","23,211.00","23,200.00",0.03K,0.02%
10/10/2019,"23,201.00","23,226.00","23,226.00","23,190.00",0.05K,-0.11%
9/10/2019,"23,226.00","23,201.00","23,226.00","23,200.00",0.02K,0.11%
8/10/2019,"23,200.50","23,200.50","23,202.50","23,199.50",0.01K,0.00%
7/10/2019,"23,201.00","23,202.00","23,205.00","23,201.00",0.01K,0.00%
4/10/2019,"23,201.00","23,201.00","23,205.00","23,201.00",0.01K,0.00%
3/10/2019,"23,201.50","23,201.50","23,203.50","23,201.50",0.02K,-0.02%
2/10/2019,"23,205.00","23,205.00","23,206.00","23,205.00",0.01K,0.02%
1/10/2019,"23,201.50","23,200.50","23,201.50","23,200.50",0.01K,0.00%
30/9/2019,"23,201.00","23,202.00","23,204.00","23,201.00",0.02K,-0.02%
27/9/2019,"23,205.00","23,205.00","23,206.00","23,204.00",0.02K,0.02%
26/9/2019,"23,201.00","23,204.00","23,204.00","23,199.00",0.01K,-0.02%
25/9/2019,"23,205.00","23,208.00","23,208.00","23,205.00",0.01K,0.00%
24/9/2019,"23,205.00","23,205.00","23,211.00","23,204.00",0.05K,0.01%
23/9/2019,"23,203.00","23,209.00","23,209.00","23,201.00",0.02K,-0.01%
20/9/2019,"23,205.00","23,212.00","23,213.00","23,202.00",0.02K,-0.03%
19/9/2019,"23,212.00","23,208.00","23,226.00","23,206.00",0.03K,0.00%
18/9/2019,"23,211.50","23,217.50","23,227.50","23,209.50",0.02K,-0.06%
17/9/2019,"23,226.50","23,221.50","23,228.50","23,219.50",0.02K,0.03%
16/9/2019,"23,219.00","23,215.00","23,221.00","23,211.00",0.02K,0.05%
13/9/2019,"23,207.50","23,216.50","23,220.50","23,205.50",0.02K,0.00%
12/9/2019,"23,207.50","23,202.50","23,210.50","23,200.50",0.02K,0.03%
11/9/2019,"23,200.00","23,200.00","23,204.00","23,196.00",0.04K,0.00%
10/9/2019,"23,199.50","23,196.50","23,199.50","23,195.50",0.01K,-0.01%
9/9/2019,"23,201.00","23,196.00","23,202.00","23,196.00",0.02K,0.01%
6/9/2019,"23,199.00","23,195.00","23,200.00","23,194.00",0.02K,0.00%
5/9/2019,"23,198.50","23,197.50","23,204.50","23,195.50",0.02K,0.00%
4/9/2019,"23,199.50","23,198.50","23,200.50","23,193.50",0.01K,0.00%
3/9/2019,"23,199.00","23,186.00","23,202.00","23,186.00",0.02K,0.06%
2/9/2019,"23,186.00","23,186.00","23,186.00","23,186.00",,0.00%
30/8/2019,"23,186.00","23,202.00","23,202.00","23,183.00",0.02K,-0.06%
29/8/2019,"23,200.00","23,206.00","23,211.00","23,199.00",0.02K,-0.03%
28/8/2019,"23,207.50","23,201.50","23,210.50","23,198.50",0.02K,0.04%
27/8/2019,"23,197.50","23,200.50","23,201.50","23,195.50",0.02K,-0.01%
26/8/2019,"23,199.00","23,216.00","23,216.00","23,196.00",0.02K,0.00%
23/8/2019,"23,199.00","23,201.00","23,206.00","23,195.00",0.03K,-0.03%
22/8/2019,"23,205.00","23,205.00","23,208.00","23,203.00",0.02K,0.02%
21/8/2019,"23,201.50","23,202.50","23,204.50","23,201.50",0.02K,-0.01%
20/8/2019,"23,204.00","23,209.00","23,209.00","23,200.00",0.05K,-0.01%
19/8/2019,"23,206.00","23,215.00","23,215.00","23,206.00",0.02K,-0.03%
16/8/2019,"23,212.00","23,206.00","23,216.00","23,206.00",0.02K,0.01%
15/8/2019,"23,209.00","23,209.00","23,209.00","23,201.00",0.02K,0.02%
14/8/2019,"23,205.00","23,205.00","23,215.00","23,203.00",0.02K,-0.01%
13/8/2019,"23,206.50","23,203.50","23,207.50","23,199.50",0.02K,0.03%
12/8/2019,"23,198.50","23,201.50","23,215.50","23,196.50",0.02K,-0.03%
9/8/2019,"23,205.00","23,204.00","23,211.00","23,198.00",0.02K,-0.09%
8/8/2019,"23,225.00","23,220.00","23,245.00","23,210.00",0.02K,0.04%
7/8/2019,"23,216.00","23,215.00","23,264.00","23,211.00",0.02K,-0.17%
6/8/2019,"23,255.00","23,265.00","23,290.00","23,253.00",0.02K,-0.06%
5/8/2019,"23,269.00","23,230.00","23,277.00","23,216.00",0.04K,0.21%
2/8/2019,"23,220.00","23,220.00","23,237.00","23,205.00",0.02K,0.06%
1/8/2019,"23,205.00","23,205.00","23,225.00","23,203.00",0.01K,-0.12%
31/7/2019,"23,232.50","23,202.50","23,232.50","23,199.50",0.01K,0.12%
30/7/2019,"23,205.00","23,205.00","23,217.00","23,204.00",0.02K,-0.02%
29/7/2019,"23,210.00","23,215.00","23,220.00","23,210.00",0.02K,-0.01%
26/7/2019,"23,211.50","23,213.50","23,221.50","23,206.50",0.04K,0.01%
25/7/2019,"23,210.00","23,207.00","23,212.00","23,201.00",0.09K,0.00%
24/7/2019,"23,210.00","23,221.00","23,224.00","23,210.00",0.04K,0.00%
23/7/2019,"23,210.00","23,241.00","23,243.00","23,206.00",0.14K,-0.01%
22/7/2019,"23,212.00","23,215.00","23,243.00","23,210.00",0.12K,-0.15%
19/7/2019,"23,247.00","23,244.00","23,249.00","23,202.00",0.01K,0.13%
18/7/2019,"23,216.00","23,216.00","23,222.00","23,202.00",0.02K,0.06%
17/7/2019,"23,202.50","23,182.50","23,205.50","23,182.50",0.02K,0.01%
16/7/2019,"23,201.00","23,191.00","23,201.00","23,191.00",0.01K,0.00%
15/7/2019,"23,201.50","23,199.50","23,204.50","23,182.50",0.02K,-0.02%
12/7/2019,"23,205.00","23,195.00","23,205.00","23,195.00",0.02K,0.01%
11/7/2019,"23,202.50","23,202.50","23,227.50","23,197.50",0.02K,-0.08%
10/7/2019,"23,220.00","23,225.00","23,250.00","23,220.00",0.02K,-0.04%
9/7/2019,"23,230.00","23,260.00","23,260.00","23,230.00",0.02K,-0.07%
8/7/2019,"23,246.50","23,240.50","23,251.50","23,235.50",0.02K,0.04%
5/7/2019,"23,237.50","23,249.50","23,249.50","23,236.50",0.02K,-0.05%
4/7/2019,"23,250.00","23,248.00","23,259.00","23,224.00",0.02K,0.00%
3/7/2019,"23,250.00","23,225.00","23,250.00","23,225.00",0.02K,0.04%
2/7/2019,"23,240.00","23,270.00","23,270.00","23,235.00",0.03K,-0.09%
1/7/2019,"23,260.00","23,325.00","23,325.00","23,250.00",0.03K,-0.19%
28/6/2019,"23,305.00","23,305.00","23,323.00","23,280.00",0.03K,-0.04%
27/6/2019,"23,315.00","23,305.00","23,335.00","23,305.00",0.06K,0.04%
26/6/2019,"23,305.00","23,305.00","23,325.00","23,292.00",0.02K,0.03%
25/6/2019,"23,297.00","23,291.00","23,306.00","23,285.00",0.02K,0.03%
24/6/2019,"23,291.00","23,295.00","23,305.00","23,285.00",0.02K,0.00%
21/6/2019,"23,290.00","23,300.00","23,305.00","23,290.00",0.02K,-0.04%
20/6/2019,"23,300.00","23,305.00","23,315.00","23,295.00",0.02K,-0.07%
19/6/2019,"23,316.50","23,330.50","23,331.50","23,296.50",0.09K,-0.08%
18/6/2019,"23,336.00","23,331.00","23,349.00","23,321.00",0.14K,-0.06%
17/6/2019,"23,350.00","23,328.00","23,355.00","23,328.00",0.02K,0.06%
14/6/2019,"23,335.00","23,330.00","23,335.00","23,315.00",0.02K,0.06%
13/6/2019,"23,320.00","23,355.00","23,355.00","23,319.00",0.02K,0.00%
12/6/2019,"23,320.00","23,335.00","23,350.00","23,320.00",0.02K,-0.09%
11/6/2019,"23,340.00","23,363.00","23,363.00","23,340.00",0.02K,-0.11%
10/6/2019,"23,365.00","23,397.00","23,423.00","23,359.00",0.02K,-0.13%
7/6/2019,"23,396.00","23,405.00","23,406.00","23,387.00",0.22K,-0.03%
6/6/2019,"23,403.00","23,407.00","23,419.00","23,391.00",0.14K,-0.04%
5/6/2019,"23,413.00","23,405.00","23,416.00","23,405.00",0.02K,0.06%
4/6/2019,"23,400.00","23,400.00","23,410.00","23,395.00",0.02K,0.02%
3/6/2019,"23,394.50","23,415.50","23,419.50","23,390.50",0.03K,-0.08%
31/5/2019,"23,412.50","23,420.50","23,420.50","23,410.50",0.03K,-0.03%
30/5/2019,"23,420.00","23,405.00","23,425.00","23,405.00",0.02K,0.06%
29/5/2019,"23,407.00","23,396.00","23,413.00","23,391.00",0.02K,0.06%
28/5/2019,"23,394.00","23,397.00","23,400.00","23,382.00",0.02K,0.03%
27/5/2019,"23,388.00","23,397.00","23,397.00","23,382.00",0.02K,-0.01%
24/5/2019,"23,390.00","23,400.00","23,407.00","23,380.00",0.02K,0.00%
23/5/2019,"23,389.00","23,388.00","23,389.00","23,371.00",0.02K,0.06%
22/5/2019,"23,375.00","23,405.00","23,405.00","23,375.00",0.02K,-0.07%
21/5/2019,"23,391.50","23,401.50","23,401.50","23,376.50",0.02K,-0.07%
20/5/2019,"23,407.50","23,407.50","23,432.50","23,387.50",0.01K,0.07%
17/5/2019,"23,392.00","23,334.00","23,404.00","23,334.00",0.01K,0.35%
16/5/2019,"23,310.00","23,310.00","23,312.00","23,285.00",0.02K,-0.06%
15/5/2019,"23,325.00","23,355.00","23,381.00","23,320.00",0.02K,-0.24%
14/5/2019,"23,380.00","23,370.00","23,380.00","23,350.00",0.02K,0.22%
13/5/2019,"23,329.00","23,304.00","23,354.00","23,304.00",0.02K,-0.08%
10/5/2019,"23,347.50","23,392.50","23,392.50","23,342.50",0.01K,-0.22%
9/5/2019,"23,400.00","23,370.00","23,420.00","23,370.00",0.02K,0.14%
8/5/2019,"23,367.50","23,292.50","23,393.50","23,292.50",0.03K,0.31%
7/5/2019,"23,295.00","23,295.00","23,349.00","23,295.00",0.02K,0.06%
6/5/2019,"23,281.50","23,261.50","23,301.50","23,261.50",0.01K,0.12%
3/5/2019,"23,252.50","23,257.50","23,268.50","23,252.50",0.02K,-0.08%
2/5/2019,"23,270.00","23,270.00","23,272.00","23,260.00",0.02K,-0.09%
1/5/2019,"23,290.00","23,290.00","23,290.00","23,290.00",,0.00%
30/4/2019,"23,290.00","23,290.00","23,290.00","23,290.00",,0.00%
29/4/2019,"23,290.00","23,290.00","23,290.00","23,290.00",,0.00%
26/4/2019,"23,290.00","23,223.00","23,292.00","23,223.00",0.02K,0.30%
25/4/2019,"23,220.00","23,225.00","23,273.00","23,220.00",0.02K,0.02%
24/4/2019,"23,216.50","23,221.50","23,226.50","23,211.50",0.02K,0.00%
23/4/2019,"23,217.50","23,215.50","23,227.50","23,215.50",0.02K,-0.01%
22/4/2019,"23,219.00","23,206.00","23,219.00","23,206.00",0.02K,0.03%
19/4/2019,"23,212.50","23,212.50","23,213.50","23,202.50",0.02K,0.04%
18/4/2019,"23,203.50","23,203.50","23,203.50","23,198.50",0.01K,0.02%
17/4/2019,"23,198.50","23,196.50","23,200.50","23,195.50",0.02K,0.00%
16/4/2019,"23,199.50","23,199.50","23,204.50","23,195.50",0.02K,0.00%
15/4/2019,"23,199.50","23,199.50","23,199.50","23,199.50",,0.00%
12/4/2019,"23,199.50","23,200.50","23,200.50","23,194.50",0.02K,0.01%
11/4/2019,"23,196.50","23,195.50","23,200.50","23,194.50",0.02K,-0.02%
10/4/2019,"23,200.50","23,200.50","23,200.50","23,194.50",0.02K,0.01%
9/4/2019,"23,198.50","23,198.50","23,200.50","23,194.50",0.02K,0.00%
8/4/2019,"23,199.50","23,196.50","23,202.50","23,196.50",0.04K,0.00%
5/4/2019,"23,200.00","23,198.00","23,204.00","23,187.00",0.10K,0.00%
4/4/2019,"23,199.00","23,200.00","23,202.00","23,197.00",0.02K,0.00%
3/4/2019,"23,200.00","23,200.00","23,201.00","23,196.00",0.02K,0.01%
2/4/2019,"23,198.50","23,200.50","23,201.50","23,196.50",0.03K,-0.01%
1/4/2019,"23,201.50","23,198.50","23,205.50","23,198.50",0.02K,-0.01%
29/3/2019,"23,204.00","23,204.00","23,204.00","23,197.00",0.02K,0.01%
28/3/2019,"23,201.00","23,199.00","23,203.00","23,197.00",0.02K,0.01%
27/3/2019,"23,198.50","23,199.50","23,199.50","23,195.50",0.02K,0.00%
26/3/2019,"23,198.50","23,199.50","23,200.50","23,195.50",0.02K,0.00%
25/3/2019,"23,199.50","23,200.50","23,200.50","23,197.50",0.02K,-0.01%
22/3/2019,"23,201.50","23,201.50","23,204.50","23,199.50",0.02K,0.00%
21/3/2019,"23,200.50","23,209.50","23,209.50","23,195.50",0.02K,-0.04%
20/3/2019,"23,210.00","23,210.00","23,212.00","23,177.00",0.07K,0.00%
19/3/2019,"23,209.00","23,207.00","23,221.00","23,199.00",0.13K,0.02%
18/3/2019,"23,204.00","23,202.00","23,210.00","23,200.00",0.02K,0.02%
15/3/2019,"23,199.00","23,199.00","23,205.00","23,198.00",0.02K,0.00%
14/3/2019,"23,199.00","23,199.00","23,206.00","23,196.00",0.02K,0.00%
13/3/2019,"23,199.50","23,198.50","23,199.50","23,195.50",0.02K,0.00%
12/3/2019,"23,198.50","23,198.50","23,199.50","23,196.50",0.02K,0.00%
11/3/2019,"23,198.50","23,195.50","23,199.50","23,195.50",0.02K,0.00%
8/3/2019,"23,199.50","23,198.50","23,199.50","23,195.50",0.02K,0.01%
7/3/2019,"23,198.00","23,201.00","23,201.00","23,196.00",0.02K,-0.01%
6/3/2019,"23,200.50","23,199.50","23,201.50","23,195.50",0.02K,0.01%
5/3/2019,"23,199.00","23,201.00","23,201.00","23,197.00",0.01K,-0.01%
4/3/2019,"23,200.50","23,198.50","23,201.50","23,195.50",0.02K,-0.01%
1/3/2019,"23,203.00","23,199.00","23,204.00","23,180.00",0.06K,0.01%
28/2/2019,"23,200.00","23,196.00","23,215.00","23,170.00",0.20K,0.00%
27/2/2019,"23,199.50","23,195.50","23,200.50","23,193.50",0.02K,-0.01%
26/2/2019,"23,201.00","23,209.00","23,217.00","23,195.00",0.02K,-0.07%
25/2/2019,"23,217.00","23,219.00","23,220.00","23,170.00",0.07K,0.03%
22/2/2019,"23,210.00","23,211.00","23,257.00","23,180.00",0.20K,-0.01%
21/2/2019,"23,211.50","23,199.50","23,213.50","23,199.50",0.02K,0.05%
20/2/2019,"23,199.00","23,198.00","23,201.00","23,193.00",0.02K,0.00%
19/2/2019,"23,199.50","23,199.50","23,200.50","23,194.50",0.02K,0.00%
18/2/2019,"23,200.00","23,200.00","23,201.00","23,161.00",0.02K,-0.01%
15/2/2019,"23,201.50","23,198.50","23,205.50","23,195.50",0.02K,0.00%
14/2/2019,"23,202.00","23,201.00","23,204.00","23,196.00",0.01K,0.02%
13/2/2019,"23,197.50","23,199.50","23,211.50","23,197.50",0.02K,-0.05%
12/2/2019,"23,209.00","23,201.00","23,211.00","23,201.00",0.02K,-0.02%
11/2/2019,"23,212.50","23,192.50","23,212.50","23,192.50",0.01K,0.02%
